,Unnamed: 0,name,lat,lon,Total
402,411,LAKE CHARLES,30.226594899999995,-93.2173759,54098.09999999999
86,89,FREMONT,37.54826970000001,-121.9885719,54063.1
1164,1219,FREMONT,37.54826970000001,-121.9885719,54063.1
1688,1799,FREMONT,37.54826970000001,-121.9885719,54063.1
630,644,JOPLIN,37.0842271,-94.513281,53867.2
1116,1167,MYRTLE BEACH,33.6956461,-78.89004090000002,53492.09999999999
1963,2120,HARRISBURG,40.26631070000001,-76.8861122,53212.10000000001
658,673,HARRISBURG,40.26631070000001,-76.8861122,53212.10000000001
2494,2756,HARRISBURG,40.26631070000001,-76.8861122,53212.10000000001
416,425,MUNCIE,40.1936683,-85.3865114,52933.69999999999
735,752,BELLEVILLE,38.5200504,-89.98399350000003,52474.59999999999
880,908,LEWISTON,44.100351,-70.2147764,52303.7
987,1025,LEWISTON,44.100351,-70.2147764,52303.7
1820,1952,CULLMAN,34.1335332,-86.8779268,52032.4
463,473,WALNUT CREEK,37.9063131,-122.064963,51957.39999999999
497,507,KISSIMMEE,28.2920249,-81.40780129999997,51821.49999999999
211,215,MIDLAND,43.6155825,-84.24721170000002,51692.49999999996
770,790,MIDLAND,43.6155825,-84.24721170000002,51692.49999999996
1619,1723,BAY CITY,28.982941,-95.96336143,51546.20000000002
915,945,BAY CITY,28.982941,-95.96336143,51546.20000000002
177,181,WACO,31.549333,-97.1466695,51512.8
1611,1715,CONWAY,35.0886963,-92.4421011,50546.00000000001
494,504,CONWAY,35.0886963,-92.4421011,50546.00000000001
197,201,ABILENE,32.4464534,-99.7333478,50490.80000000001
333,339,EDMOND,35.6571367,-97.4649038,50426.19999999999
742,761,JEFFERSON CITY,38.577359,-92.1724265,50221.8
2623,2912,JEFFERSON CITY,38.577359,-92.1724265,50221.8
2675,2979,NEW ALBANY,38.28562470000001,-85.8241312,50114.3
883,911,NEW ALBANY,38.28562470000001,-85.8241312,50114.3
2649,2950,NEW ALBANY,38.28562470000001,-85.8241312,50114.3
239,244,ROUND ROCK,30.5725805,-97.64840733,49967.69999999997
236,241,GREEN BAY,44.5299412,-88.02483170000002,49693.70000000002
923,954,WINTER HAVEN,28.0222435,-81.7328568,49513.89999999998
954,988,DALTON,34.723727000000004,-84.86850912,49357.4
406,415,GASTONIA,35.262082,-81.1873005,49282.9
134,137,SIOUX FALLS,43.5499749,-96.700327,48987.79999999999
233,238,BILLINGS,45.78749570000001,-108.49607,48589.89999999998
392,399,BETHLEHEM,40.6178915,-75.3786521,48492.99999999999
2741,3063,BROOKSVILLE,33.2345685,-88.5822673,48414.70000000002
352,358,HEMET,33.778562,-117.0357665,48093.8
303,309,FALL RIVER,43.2264954,-103.5791473,48053.80000000002
205,209,ANN ARBOR,42.2681569,-83.7312291,48004.0
384,390,SCRANTON,41.4086874,-75.66212940000001,47843.89999999999
232,237,HIGH POINT,35.9556924,-80.0053176,47795.099999999984
912,942,TUPELO,34.2634615,-88.72502681,47787.49999999999
1010,1052,COOKEVILLE,36.162839,-85.5016423,47698.09999999999
692,707,OLYMPIA,47.04501970000001,-122.8948725,47697.00000000002
2325,2557,PORTAGE,41.5758708,-87.17614549999998,47645.69999999999
865,893,PORTAGE,41.5758708,-87.17614549999998,47645.69999999999
702,717,PORTAGE,41.5758708,-87.17614549999998,47645.69999999999
1163,1217,STOCKBRIDGE,42.2875874,-73.3203862,47453.80000000001
1631,1737,RANCHO MIRAGE,33.76334600000001,-116.4228596,47289.99999999999
174,178,TOPEKA,39.0490111,-95.6775557,47070.49999999999
147,151,TORRANCE,33.83584920000001,-118.3406288,46852.59999999996
1469,1550,YPSILANTI,42.2411499,-83.6129939,46384.49999999998
2812,3150,PIKEVILLE,37.4792672,-82.51876290000001,46352.89999999999
77,80,HIALEAH,25.8670435,-80.29146312,46225.20000000001
935,968,MOORESVILLE,35.570746,-80.81829920000001,46145.7
2436,2687,MOORESVILLE,35.570746,-80.81829920000001,46145.7
1038,1081,TEXARKANA,33.425125,-94.0476882,46005.59999999999
870,898,TEXARKANA,33.425125,-94.0476882,46005.59999999999
249,254,WEST PALM BEACH,26.7153425,-80.0533746,45971.7
250,255,SOUTH BEND,41.68338129999999,-86.2500066,45699.00000000002
179,183,VISALIA,36.3302284,-119.2920585,45541.49999999999
310,316,CHICO,39.7284945,-121.8374777,45538.49999999998
1560,1652,THOMASVILLE,35.8826369,-80.0819879,45403.9
1157,1211,THOMASVILLE,35.8826369,-80.0819879,45403.9
1822,1954,TRAVERSE CITY,44.7606441,-85.61653009999998,45325.10000000001
682,697,MISHAWAKA,41.6619927,-86.15861559999998,45260.4
88,91,SAN BERNARDINO,34.1083449,-117.2897652,44832.50000000001
1826,1958,GREENSBURG,40.3014581,-79.53892890000002,44700.49999999998
2146,2333,GREENSBURG,40.3014581,-79.53892890000002,44700.49999999998
506,516,TERRE HAUTE,39.4667025,-87.4139119,44595.900000000016
2604,2890,ORANGE PARK,30.166073600000004,-81.706484,44535.89999999998
709,724,ALTOONA,40.518681,-78.394736,44508.29999999999
1824,1956,ALTOONA,40.518681,-78.394736,44508.29999999999
170,174,NEW HAVEN,41.3082138,-72.92505179999998,44466.49999999997
1796,1924,NEW HAVEN,41.3082138,-72.92505179999998,44466.49999999997
365,371,LARGO,27.9094665,-82.7873244,44205.599999999984
428,437,BOYNTON BEACH,26.525349100000003,-80.0664309,44172.49999999999
151,155,FORT COLLINS,40.5508527,-105.0668085,44116.10000000001
171,175,BELLEVUE,47.6144219,-122.1923372,44064.49999999999
621,635,BELLEVUE,47.6144219,-122.1923372,44064.49999999999
2657,2960,BELLEVUE,47.6144219,-122.1923372,44064.49999999999
2094,2271,LAKE CITY,30.1896756,-82.63928990000002,44040.39999999999
118,121,PROVIDENCE,41.8239891,-71.4128343,43718.2
927,960,BEVERLY HILLS,34.0736204,-118.4003563,43333.70000000002
835,859,CAPE GIRARDEAU,37.3058839,-89.51814759999998,43305.500000000015
203,207,INDEPENDENCE,37.2242358,-95.7083131,43301.499999999985
2552,2829,INDEPENDENCE,37.2242358,-95.7083131,43301.499999999985
1222,1279,INDEPENDENCE,37.2242358,-95.7083131,43301.499999999985
2452,2707,INDEPENDENCE,37.2242358,-95.7083131,43301.499999999985
2866,3214,INDEPENDENCE,37.2242358,-95.7083131,43301.499999999985
1456,1533,UNION CITY,37.5963232,-122.0816297,43213.99999999999
414,423,UNION CITY,37.5963232,-122.0816297,43213.99999999999
2240,2447,UNION CITY,37.5963232,-122.0816297,43213.99999999999
438,447,UNION CITY,37.5963232,-122.0816297,43213.99999999999
1240,1299,STATESVILLE,35.78263629999999,-80.8872959,43079.699999999975
283,289,YAKIMA,46.601557,-120.5108421,42934.10000000004
237,242,WICHITA FALLS,33.91370850000001,-98.4933873,42867.499999999985
567,578,VALDOSTA,30.8327022,-83.2784851,42796.9
734,751,CHARLOTTESVILLE,38.029306,-78.4766781,42709.599999999984
2091,2268,GULFPORT,30.367419800000004,-89.0928155,42690.3
429,438,GULFPORT,30.367419800000004,-89.0928155,42690.3
253,258,DAVENPORT,41.5236436,-90.5776368,42664.5
241,246,EVERETT,47.9673056,-122.2013998,42632.69999999998
766,785,EVERETT,47.9673056,-122.2013998,42632.69999999998
379,385,LYNCHBURG,37.40088,-79.18449229,42522.39999999998
1917,2064,MOUNTAIN HOME,36.3665895,-92.3952475,42510.0
2054,2222,MOUNTAIN HOME,36.3665895,-92.3952475,42510.0
627,641,MILFORD,41.2223194,-73.0564953,42414.8
2393,2635,MILFORD,41.2223194,-73.0564953,42414.8
647,662,APPLE VALLEY,44.7319094,-93.21772,42295.89999999998
418,427,APPLE VALLEY,44.7319094,-93.21772,42295.89999999998
2003,2166,HUDSON,40.7322695,-74.07663000000002,42246.70000000001
1353,1419,HUDSON,40.7322695,-74.07663000000002,42246.70000000001
87,90,GILBERT,33.294207,-111.7379465,42198.49999999997
1474,1556,GOLDEN,39.755543,-105.2210997,42136.29999999998
344,350,BELLINGHAM,48.754402,-122.4788602,41924.80000000002
440,449,TEMPLE,31.098207,-97.3427847,41892.10000000001
726,743,LEESBURG,39.1026092,-77.55901065,41737.19999999998
1421,1493,LEESBURG,39.1026092,-77.55901065,41737.19999999998
1237,1296,SYRACUSE,43.0481221,-76.1474244,41430.7
153,157,SYRACUSE,43.0481221,-76.1474244,41430.7
1701,1816,FRANKFORT,38.2009055,-84.8732836,41417.099999999984
1132,1184,FRANKFORT,38.2009055,-84.8732836,41417.099999999984
496,506,DELRAY BEACH,26.4614625,-80.07282009999999,41408.49999999999
456,466,FREDERICK,39.414443,-77.4105783,40992.2
2505,2774,FREDERICK,39.414443,-77.4105783,40992.2
542,552,MANSFIELD,40.75839000000001,-82.51544709999997,40977.8
693,708,MANSFIELD,40.75839000000001,-82.51544709999997,40977.8
115,118,NEWPORT NEWS,37.016827,-76.45051959999998,40627.49999999999
2277,2495,FREDERICKSBURG,38.30318370000001,-77.46053990000001,40443.79999999999
1200,1256,FREDERICKSBURG,38.30318370000001,-77.46053990000001,40443.79999999999
2256,2467,WEBSTER,32.050618,-84.5473105,40347.79999999999
1597,1696,NEW CASTLE,41.0036719,-80.3470091,40331.4
1325,1391,NEW CASTLE,41.0036719,-80.3470091,40331.4
674,689,EDINA,44.8897027,-93.3501222,40303.799999999974
617,630,BATTLE CREEK,42.3192548,-85.18242690000002,40220.599999999984
546,556,OWENSBORO,37.7742152,-87.1133304,40201.99999999999
370,376,BEND,44.0581728,-121.3153096,39943.099999999984
83,86,IRVING,32.862919500000004,-96.97917017,39920.500000000015
1871,2008,HARTFORD,41.7634935,-72.68305229999999,39417.2
181,185,HARTFORD,41.7634935,-72.68305229999999,39417.2
550,560,ROCKY MOUNT,35.9382104,-77.79053409999999,38951.2
640,655,RICHLAND,38.7060457,-88.09493520000002,38935.1
284,290,QUINCY,39.9356016,-91.4098727,38828.89999999998
790,811,QUINCY,39.9356016,-91.4098727,38828.89999999998
2671,2975,QUINCY,39.9356016,-91.4098727,38828.89999999998
1455,1532,HAMMOND,41.5833658,-87.500043,38292.0
354,360,HAMMOND,41.5833658,-87.500043,38292.0
1772,1895,WEST COLUMBIA,34.001143,-81.06305261,38199.599999999984
583,594,CARSON CITY,39.1637984,-119.7674034,37922.599999999984
1653,1760,POPLAR BLUFF,36.7569994,-90.3928881,37873.000000000015
175,179,CEDAR RAPIDS,41.9758872,-91.6704053,37653.999999999985
1764,1886,CENTERVILLE,31.2579584,-95.978292,37643.99999999999
1273,1336,CENTERVILLE,31.2579584,-95.978292,37643.99999999999
2805,3141,CENTERVILLE,31.2579584,-95.978292,37643.99999999999
2597,2882,HILLSBORO,45.5228939,-122.989827,37348.1
279,285,HILLSBORO,45.5228939,-122.989827,37348.1
198,202,VICTORVILLE,34.536106700000005,-117.2911565,37197.4
1099,1149,PRINCETON,40.3492744,-74.6592958,37187.79999999999
2830,3170,PRINCETON,40.3492744,-74.6592958,37187.79999999999
2551,2827,PRINCETON,40.3492744,-74.6592958,37187.79999999999
2768,3097,PRINCETON,40.3492744,-74.6592958,37187.79999999999
940,973,NEWNAN,33.3806716,-84.79965729999998,36985.60000000001
52,54,SANTA ANA,33.7499595,-117.87328259999998,36980.30000000002
945,979,HOUMA,29.5957696,-90.7195348,36875.60000000001
302,308,SANTA BARBARA,34.4098107,-119.6970239,36867.899999999965
1781,1907,VERO BEACH,27.6387163,-80.39753990000001,36675.19999999998
1924,2072,BUTLER,37.77924,-96.8456342,36511.0
131,134,CAPE CORAL,26.6069232,-81.98026259999997,36407.2
2053,2221,SANTA FE,35.68699960000001,-105.9377997,36369.29999999998
430,439,SANTA FE,35.68699960000001,-105.9377997,36369.29999999998
1137,1190,SLIDELL,30.2751945,-89.7811745,36286.9
1446,1523,SHELBY,39.3665064,-88.78862779999999,36254.0
2467,2724,SHELBY,39.3665064,-88.78862779999999,36254.0
376,382,LAWRENCE,38.9719384,-95.2359496,36000.39999999999
300,306,LAWRENCE,38.9719384,-95.2359496,36000.39999999999
707,722,LAWRENCE,38.9719384,-95.2359496,36000.39999999999
1418,1490,CUMBERLAND,39.2744299,-88.2423795,35782.69999999998
1953,2108,LIVINGSTON,40.8682487,-88.5631125,35496.29999999999
132,135,PEMBROKE PINES,26.02322025,-80.34123892,35488.19999999998
629,643,LA CROSSE,43.8804365,-91.25484113,35478.19999999998
568,579,FOUNTAIN VALLEY,33.7038145,-117.96273490000002,35343.29999999999
125,128,FORT LAUDERDALE,26.1223084,-80.14337859999998,35313.499999999985
235,240,MURRIETA,33.560832,-117.2106564,35311.899999999994
549,559,IDAHO FALLS,43.4930789,-112.044349,35295.8
145,149,JOLIET,41.525031,-88.0817252,35287.4
223,228,FARGO,46.8772292,-96.789821,35191.899999999994
2086,2262,AMHERST,42.38036760000001,-72.523143,35131.19999999998
823,847,SHERMAN,33.617501000000004,-96.59549343,35057.2
117,120,BROWNSVILLE,25.9140256,-97.4890856,34736.599999999984
2334,2568,BROWNSVILLE,25.9140256,-97.4890856,34736.599999999984
212,216,DOWNEY,33.9400143,-118.1325688,34671.50000000001
872,900,GADSDEN,34.0142639,-86.0066387,34609.8
1035,1077,NEW BERN,35.108493100000004,-77.04411429999998,34571.099999999984
588,599,CORVALLIS,44.5645659,-123.2620435,33983.79999999998
2673,2977,SENECA,42.7831619,-76.8386051,33925.1
1673,1782,TIFTON,31.450462899999994,-83.5084973,33907.4
1931,2083,MARSHALL,35.9089643,-92.6312746,33849.499999999985
1245,1305,MARSHALL,35.9089643,-92.6312746,33849.499999999985
1112,1163,MARSHALL,35.9089643,-92.6312746,33849.499999999985
1982,2142,MARSHALL,35.9089643,-92.6312746,33849.499999999985
552,562,CHAPEL HILL,35.91319960000001,-79.05584449999998,33644.99999999998
1803,1931,GREENEVILLE,36.1631575,-82.83098609999998,33597.7
1371,1441,LUMBERTON,34.6183433,-79.00839930000002,33357.3
2073,2247,LUMBERTON,34.6183433,-79.00839930000002,33357.3
804,828,PRESCOTT,34.540024200000005,-112.4685025,33327.099999999984
2798,3132,BATESVILLE,35.78883,-91.65050847,33282.29999999999
2316,2548,BATESVILLE,35.78883,-91.65050847,33282.29999999999
331,337,OGDEN,41.2230048,-111.9738429,33279.599999999984
1894,2039,ZEPHYRHILLS,28.241311,-82.18523489,33268.10000000001
339,345,HOOVER,33.392206,-86.78045321,33119.200000000004
412,421,WARNER ROBINS,32.598313,-83.62567691,32981.099999999984
717,732,JEFFERSONVILLE,38.2776479,-85.73711309999999,32980.7
357,363,MERCED,37.3029568,-120.4843269,32974.999999999985
651,666,SOUTHAVEN,34.9889818,-90.0125913,32883.899999999994
1621,1727,DOUGLAS,39.7628415,-88.21705159999998,32826.399999999994
2126,2309,DOUGLAS,39.7628415,-88.21705159999998,32826.399999999994
150,154,BRIDGEPORT,41.1670412,-73.2048348,32798.899999999994
2629,2922,BRIDGEPORT,41.1670412,-73.2048348,32798.899999999994
678,693,ROSWELL,33.3942655,-104.5230242,32786.9
290,296,ROSWELL,33.3942655,-104.5230242,32786.9
1915,2062,MARTINSVILLE,36.69152620000001,-79.8725386,32616.3
2123,2306,MARTINSVILLE,36.69152620000001,-79.8725386,32616.3
210,214,NORMAN,35.2225717,-97.4394816,32594.5
635,649,ELKHART,41.6819935,-85.9766671,32589.400000000005
1570,1666,SEYMOUR,38.9592201,-85.8902547,32587.4
720,735,PALM SPRINGS,33.8345281,-116.5389475,32555.0
2090,2267,MARYVILLE,40.34610170000001,-94.8724707,32543.8
1118,1169,MARYVILLE,40.34610170000001,-94.8724707,32543.8
1248,1308,WOODSTOCK,42.04092470000001,-74.11819709999997,32497.7
1233,1292,WOODSTOCK,42.04092470000001,-74.11819709999997,32497.7
1754,1875,TAYLOR,32.556921,-84.23951540000002,32361.1
487,497,TAYLOR,32.556921,-84.23951540000002,32361.1
834,858,ANNAPOLIS,38.9786401,-76.492786,32292.9
2001,2164,PELL CITY,33.586214899999995,-86.28608879999999,32274.9
441,450,ROCK HILL,34.9248667,-81.02507840000001,32269.30000000001
1999,2162,MONTICELLO,38.01032755,-78.4523438,32268.100000000013
2381,2622,MONTICELLO,38.01032755,-78.4523438,32268.100000000013
1409,1480,SANFORD,35.4798757,-79.18029940000002,32228.599999999984
1090,1138,SANFORD,35.4798757,-79.18029940000002,32228.599999999984
593,605,SANFORD,35.4798757,-79.18029940000002,32228.599999999984
540,550,ROYAL OAK,42.4894801,-83.1446485,32182.199999999993
82,85,IRVINE,33.6856969,-117.82598190000002,32130.9
165,169,FULLERTON,33.870821500000005,-117.9294165,32065.099999999984
1330,1396,ANNISTON,33.695381,-85.83984218,32027.699999999986
838,862,ORMOND BEACH,29.2858129,-81.05588940000001,31882.400000000016
2093,2270,TRENTON,40.2170575,-74.7429463,31816.399999999994
325,331,TRENTON,40.2170575,-74.7429463,31816.399999999994
1538,1630,TRENTON,40.2170575,-74.7429463,31816.399999999994
604,616,COLTON,34.0739016,-117.3136547,31627.799999999985
308,314,PLANTATION,26.1265258,-80.25786104,31602.399999999994
464,474,YUBA CITY,39.1404477,-121.6169108,31508.0
139,143,PALMDALE,34.5793131,-118.1171108,31504.5
2801,3136,FAIRLAWN,38.8709456,-76.9788641,31404.399999999994
2345,2580,WATERLOO,43.4655524,-80.52177859999998,31219.999999999985
432,441,WATERLOO,43.4655524,-80.52177859999998,31219.999999999985
317,323,NEWPORT BEACH,33.6170092,-117.92944009999998,30907.399999999994
2077,2252,MARYSVILLE,39.1457247,-121.59135159999998,30827.699999999986
2369,2609,MARYSVILLE,39.1457247,-121.59135159999998,30827.699999999986
1339,1405,MARYSVILLE,39.1457247,-121.59135159999998,30827.699999999986
503,513,MARYSVILLE,39.1457247,-121.59135159999998,30827.699999999986
545,555,LA MESA,33.436188,-111.58606609999998,30807.699999999986
218,222,ELGIN,42.0372487,-88.2811895,30793.599999999995
2624,2914,ELGIN,42.0372487,-88.2811895,30793.599999999995
2227,2434,LAWRENCEBURG,38.0372967,-84.8966171,30792.100000000013
2299,2525,LAWRENCEBURG,38.0372967,-84.8966171,30792.100000000013
447,456,EAU CLAIRE,44.811349,-91.4984941,30785.199999999986
1760,1882,MESQUITE,32.7666103,-96.599472,30502.3
160,164,MESQUITE,32.7666103,-96.599472,30502.3
277,283,YUMA,32.665167,-114.47590490000002,30466.3
351,357,SUGAR LAND,29.6196787,-95.6349463,30251.80000000001
1097,1147,KINGMAN,37.5420937,-98.122172,30222.0
1070,1116,OAK RIDGE,36.01035620000001,-84.2696449,30197.599999999995
1614,1718,BECKLEY,37.77817020000001,-81.18815570000002,29998.399999999994
1858,1995,ALTON,38.8906038,-90.1842764,29843.5
1113,1164,ALTON,38.8906038,-90.1842764,29843.5
168,172,MCALLEN,26.154573000000006,-98.26072076,29684.39999999999
390,396,KENNEWICK,46.2112458,-119.1372338,29642.5
2679,2984,FLOWOOD,32.3095903,-90.1389757,29640.8
399,408,APPLETON,44.26113370000001,-88.40676040000002,29522.500000000004
1452,1529,EASLEY,34.826927600000005,-82.5817053,29399.1
570,581,NOVI,42.48059,-83.47549129999999,29392.0
1297,1361,LOMA LINDA,34.053797100000004,-117.2610925,29351.1
280,286,RENTON,47.4799078,-122.2034496,29346.000000000015
1505,1589,NEWTON,42.3370414,-71.2092214,29295.699999999986
319,325,NEWTON,42.3370414,-71.2092214,29295.699999999986
1797,1925,NEWTON,42.3370414,-71.2092214,29295.699999999986
2677,2981,NEWTON,42.3370414,-71.2092214,29295.699999999986
1991,2153,NEWTON,42.3370414,-71.2092214,29295.699999999986
478,488,WOODBURY,44.92317,-92.9588282,29281.099999999984
2337,2571,WOODBURY,44.92317,-92.9588282,29281.099999999984
1569,1664,STILLWATER,36.1156306,-97.0585717,29280.499999999985
711,726,STILLWATER,36.1156306,-97.0585717,29280.499999999985
342,348,CARMEL,39.9783711,-86.1180435,29263.5
1579,1677,MURRAY,34.4935341,-97.0475803,29263.2
696,711,MURRAY,34.4935341,-97.0475803,29263.2
144,148,POMONA,34.0552886,-117.7522793,29252.1
278,284,BROCKTON,42.08343350000001,-71.0183787,29191.1
1060,1104,PORT HURON,42.98158770000001,-82.440466,29028.5
206,210,PROVO,40.2338438,-111.6585337,28868.5
2176,2373,ONEIDA,44.4809974,-88.24989352,28830.9
485,495,BISMARCK,46.8083268,-100.7837392,28777.799999999992
247,252,RICHARDSON,32.9481789,-96.7297206,28649.399999999994
890,918,GOLDSBORO,35.3848841,-77.9927651,28627.799999999992
725,742,TWIN FALLS,42.5629668,-114.4608711,28627.0
611,623,FLORISSANT,38.789217,-90.322614,28593.2
1094,1144,WINTER PARK,28.6000625,-81.34274374,28313.399999999994
871,899,WESTERVILLE,40.1261743,-82.9290696,28080.8
731,748,BILOXI,30.396031800000006,-88.88536450000002,27984.6
76,79,WINSTON-SALEM,36.0998167,-80.24414449999998,27863.5
490,500,ROCKVILLE,39.0840054,-77.15275729999998,27838.699999999993
1399,1470,WAYNESBORO,38.065698,-78.90552129,27684.799999999992
1037,1079,SHAWNEE,39.0416718,-94.7202376,27682.4
484,494,SHAWNEE,39.0416718,-94.7202376,27682.4
261,266,LAWTON,34.6086854,-98.3903305,27661.3
72,75,LAREDO,27.506099100000004,-99.5088979,27570.099999999995
524,534,GRAND JUNCTION,39.063956,-108.5507317,27544.69999999999
2072,2245,WEST PLAINS,36.7281154,-91.85237109999998,27544.299999999992
537,547,WEST DES MOINES,41.56453370000001,-93.7595281,27521.5
705,720,WAUWATOSA,43.049412200000006,-88.00792709999997,27476.6
461,471,HARLINGEN,26.1906306,-97.6961026,27465.299999999992
1207,1263,ZANESVILLE,39.9403453,-82.01319240000002,27420.299999999992
382,388,PALM COAST,29.5541432,-81.22076729999998,27348.19999999999
1051,1095,LAGRANGE,41.6372578,-85.4216948,27253.9
2189,2390,LEWISBURG,40.9645293,-76.8844101,27222.299999999985
2359,2598,BLUFFTON,40.7386579,-85.1716368,27178.8
1944,2098,BLUFFTON,40.7386579,-85.1716368,27178.8
426,435,LOVELAND,40.39776120000001,-105.0749801,27138.099999999995
2079,2254,LOVELAND,40.39776120000001,-105.0749801,27138.099999999995
1289,1353,NORTHPORT,40.9038855,-73.34199127,27135.30000000001
373,379,BELLFLOWER,33.8825705,-118.1167679,27134.7
565,576,JUPITER,26.9266939,-80.12208902,27123.3
557,568,KOKOMO,40.4864444,-86.13363509999998,27086.8
400,409,FOLSOM,38.6779591,-121.17605829999998,27051.9
238,243,BURBANK,34.181648200000005,-118.3258554,27041.299999999985
1077,1123,BURBANK,34.181648200000005,-118.3258554,27041.299999999985
960,995,HOLLAND,42.7876022,-86.1090828,27019.0
2662,2965,ABINGDON,36.7095788,-81.9774878,26953.0
853,880,PUYALLUP,47.1849009,-122.2921406,26906.00000000001
294,300,FEDERAL WAY,47.313494,-122.3393103,26899.89999999999
1844,1979,WAYCROSS,31.2135511,-82.3540178,26879.699999999993
523,533,PONTIAC,40.8808666,-88.6297839,26669.9
2108,2287,PONTIAC,40.8808666,-88.6297839,26669.9
941,974,NACOGDOCHES,31.597050300000006,-94.5927451,26642.4
745,764,MOLINE,41.5067003,-90.5151342,26567.30000000001
1468,1549,CARTERSVILLE,34.180725,-84.75290814,26428.9
2121,2303,SOMERSWORTH,43.2617862,-70.86500290000002,26426.6
439,448,MISSOULA,46.879583,-113.921459,26414.99999999999
149,153,ESCONDIDO,33.1216751,-117.08148490000002,26406.19999999999
273,279,SAN ANGELO,31.4319925,-100.4545797,26334.8
293,299,SANTA MONICA,34.0195598,-118.4869739,26258.89999999999
431,440,RAPID CITY,44.0811755,-103.228006,26256.299999999992
320,326,WHITTIER,33.974893200000004,-118.0336975,26188.999999999985
156,160,HOLLYWOOD,34.102826799999995,-118.3299899,26099.199999999993
194,198,DENTON,33.1728435,-97.05898636,26062.2
2872,3222,SULLIVAN,36.4966673,-82.28690300000002,25998.399999999994
905,934,LUFKIN,31.3382406,-94.729097,25994.400000000005
917,947,GRANTS PASS,42.43937070000001,-123.3272489,25978.900000000005
1214,1271,ASHEBORO,35.7079146,-79.8136446,25888.80000000001
965,1000,BANGOR,44.8011821,-68.77781379999999,25888.0
2622,2911,FLUSHING,40.7654301,-73.8174291,25692.4
138,142,CORONA,40.7469593,-73.8601456,25671.000000000004
802,826,EDMONDS,47.81057379999999,-122.3774952,25670.6
396,403,UPLAND,34.09751,-117.6483876,25651.09999999999
1464,1542,MADISONVILLE,37.3280037,-87.49869890000002,25647.5
2827,3167,CLARKSTON,42.7086411,-83.43966329999998,25642.6
2758,3086,CLARKSTON,42.7086411,-83.43966329999998,25642.6
1081,1128,NEWBURGH,41.5034271,-74.01041790000002,25637.799999999992
2312,2540,SEBRING,27.4957453,-81.44104250000002,25621.09999999999
1146,1199,EUREKA,40.80207120000001,-124.1636729,25614.700000000008
2323,2555,EUREKA,40.80207120000001,-124.1636729,25614.700000000008
1427,1499,SELMA,32.4073589,-87.0211007,25557.09999999999
1303,1368,SELMA,32.4073589,-87.0211007,25557.09999999999
2680,2985,BRENTWOOD,37.9317766,-121.69602659999998,25552.5
607,619,BRENTWOOD,37.9317766,-121.69602659999998,25552.5
841,866,BRENTWOOD,37.9317766,-121.69602659999998,25552.5
2397,2640,RAINBOW CITY,33.928922,-86.13996432,25511.500000000004
1633,1739,WAYNE,38.4251958,-88.4197678,25368.9
336,342,DANBURY,41.394817,-73.45401109999997,25318.399999999994
1868,2005,WILLIAMSBURG,37.2707028,-76.7074502,25254.4
910,940,MERRILLVILLE,41.4828144,-87.3328139,25198.30000000001
1651,1758,BELLAIRE,29.7057858,-95.4588299,25179.5
1092,1141,RUSSELLVILLE,35.278417299999994,-93.1337856,25162.1
2370,2610,RUSSELLVILLE,35.278417299999994,-93.1337856,25162.1
747,766,LITTLETON,39.613321,-105.0166498,25132.2
480,490,BOSSIER CITY,32.5499425,-93.70095925,25114.7
187,191,FRISCO,35.2351765,-75.6284903,25101.3
1808,1937,FOLEY,30.406586800000003,-87.68359740000002,25095.199999999993
2396,2639,SPARTA,43.9441328,-90.8129118,24966.6
666,681,LOGAN,40.1075089,-89.37685390000001,24892.9
2856,3203,LOGAN,40.1075089,-89.37685390000001,24892.9
68,71,JERSEY CITY,40.7281575,-74.0776417,24892.4
256,261,NORTH CHARLESTON,32.8546197,-79.9748103,24887.7
493,503,TAMARAC,26.2052115,-80.27105546,24884.6
2226,2433,WEATHERFORD,32.764654,-97.68189586,24868.2
1191,1247,WEATHERFORD,32.764654,-97.68189586,24868.2
445,454,KENNER,29.9942265,-90.2417806,24815.9
974,1010,WENATCHEE,47.4234599,-120.3103494,24805.2
1698,1812,EASTON,40.6916081,-75.2099866,24771.4
1158,1212,EASTON,40.6916081,-75.2099866,24771.4
1745,1866,OROVILLE,39.51377520000001,-121.556359,24697.7
1783,1910,CONYERS,33.66761029999999,-84.0176904,24682.7
409,418,PLEASANTON,37.6624312,-121.8746789,24638.0
2488,2748,PLEASANTON,37.6624312,-121.8746789,24638.0
501,511,SANTA CRUZ,36.9746099,-122.0294259,24551.5
1367,1437,CHILLICOTHE,39.33311970000001,-82.98240190000001,24548.099999999995
2425,2675,CHILLICOTHE,39.33311970000001,-82.98240190000001,24548.099999999995
69,72,CHULA VISTA,32.6400541,-117.0841955,24509.199999999986
2626,2917,UNION,37.4616454,-89.2504793,24416.0
2321,2553,UNION,37.4616454,-89.2504793,24416.0
2311,2539,UNION,37.4616454,-89.2504793,24416.0
2828,3168,CORBIN,36.9486986,-84.09687609999997,24405.299999999992
1221,1278,BRIDGETON,39.427337,-75.2340768,24400.7
2148,2335,BRIDGETON,39.427337,-75.2340768,24400.7
544,554,ROGERS,36.3781607,-95.6190889,24371.199999999993
2163,2356,ROGERS,36.3781607,-95.6190889,24371.199999999993
217,221,WATERBURY,41.55815250000001,-73.0514966,24368.80000000001
2217,2423,CROSSVILLE,35.9489566,-85.02690150000002,24365.9
