,name,lat,lon,Total Amount of 30 day fills for opioids
936,MANHATTAN BEACH,33.895083899999996,-118.40001470000001,2107.4
937,LAKE WORTH,26.62121345,-80.06267318,23231.9
938,CLAREMONT,34.0966764,-117.71977849999999,7178.0
940,MERRILLVILLE,41.482814399999995,-87.3328139,25198.300000000007
941,SAN JUAN CAPISTRANO,33.5016932,-117.66255090000001,2852.5
942,TUPELO,34.2634615,-88.72502681,47787.49999999999
943,COTTAGE GROVE,44.8277446,-92.9438218,11871.400000000005
944,MOORPARK,34.285558,-118.8820414,1557.6
945,BAY CITY,28.982940999999997,-95.96336143,51546.20000000002
946,EAST POINT,33.6654335,-84.48648945,4536.0999999999985
947,GRANTS PASS,42.439370700000005,-123.3272489,25978.900000000005
948,STOW,41.1596261,-81.44062579999999,8087.3
949,OAK CREEK,42.885850299999994,-87.86313620000001,2614.3
950,WEST HOLLYWOOD,34.0900091,-118.3617443,16070.200000000004
951,PRATTVILLE,32.4640245,-86.45969659999999,21821.2
953,PEACHTREE CITY,33.3967829,-84.59576290000001,6614.299999999998
954,WINTER HAVEN,28.0222435,-81.7328568,49513.89999999998
955,PHENIX CITY,32.4709761,-85.0007653,6392.200000000002
956,HINESVILLE,31.8477298,-81.5960354,4585.1
959,HOBBS,32.702611600000004,-103.13604029999999,5912.5
960,BEVERLY HILLS,34.073620399999996,-118.40035630000001,43333.70000000002
961,GAINESVILLE,29.651907,-82.3247976,180105.30000000022
962,INDIAN TRAIL,35.0768141,-80.6692352,2621.100000000001
963,PLEASANT GROVE,40.3641184,-111.73853999999999,2699.7
964,BOTHELL,47.759853,-122.20682169999999,8591.699999999999
965,OLIVE BRANCH,34.9617605,-89.82953149999999,2699.8
966,INVER GROVE HEIGHTS,44.8479039,-93.0428119,2858.1
967,ROSEVILLE,38.72338,-121.18587820000002,85355.40000000005
968,MOORESVILLE,35.570746,-80.81829920000001,46145.7
969,VESTAVIA HILLS,33.4776455,-86.68732697,540.9
970,MILTON,42.2495435,-71.06616120000001,23877.2
971,GREENVILLE,34.851354,-82.3984882,256646.99999999985
972,UPPER ARLINGTON,39.9945084,-83.0624078,6264.200000000002
973,NEWNAN,33.3806716,-84.79965729999999,36985.60000000001
974,NACOGDOCHES,31.597050300000003,-94.59274509999999,26642.4
975,BETTENDORF,41.5255466,-90.5081478,12814.4
976,COTTONWOOD HEIGHTS,40.6196702,-111.8102104,9556.2
977,DANA POINT,33.4669721,-117.69810749999999,1730.9
979,HOUMA,29.5957696,-90.7195348,36875.60000000001
980,SAN DIMAS,34.1066756,-117.8067257,6496.5999999999985
981,MANITOWOC,44.0886059,-87.6575841,12221.2
982,GAHANNA,40.019467999999996,-82.87907059999999,7045.4000000000015
983,PLEASANT HILL,37.9479786,-122.06079629999999,7204.299999999998
984,LONG BEACH,33.7774658,-118.1884871,93706.30000000002
985,WINTER SPRINGS,28.6882125,-81.28497893,1832.3
986,SEASIDE,36.625808500000005,-121.8170358,3797.4
987,LAUDERDALE LAKES,26.168151899999998,-80.20471799,5763.299999999998
988,DALTON,34.723727000000004,-84.86850912,49357.4
989,JACKSON,32.29903839999999,-90.1847691,253468.3000000001
990,SCHERTZ,29.552173699999997,-98.2697341,4556.100000000001
991,MONROE,38.272231299999994,-90.1792484,133868.60000000006
992,FAIRBORN,39.8068795,-84.00996135,4458.9
993,ST. CHARLES,41.9141984,-88.30869770000001,2109.6
995,HOLLAND,42.7876022,-86.1090828,27019.0
996,OREGON CITY,45.3573429,-122.60675829999998,12147.2
997,COPPERAS COVE,31.124062,-97.9030785,401.0
998,LAWNDALE,33.88711,-118.35314809999998,3310.5000000000005
999,WILDOMAR,33.593937200000006,-117.24149890000001,3878.2
1000,BANGOR,44.8011821,-68.77781379999999,25888.0
1001,DANVILLE,40.125221999999994,-87.6304614,95539.79999999996
1002,RIVIERA BEACH,26.775340500000002,-80.05809690000001,1282.9
1004,DEER PARK,29.70478335,-95.11839443,8516.0
1005,WESTLAKE,41.4553232,-81.91791740000001,17858.2
1006,MENLO PARK,37.453827399999994,-122.18218710000001,1309.9
1007,RICHMOND,37.53850870000001,-77.43428,178954.9000000003
1008,SOCORRO,34.0572791,-106.8930518,5841.5
1009,NORTH OLMSTED,41.415602500000006,-81.9234726,1454.3
1010,WENATCHEE,47.4234599,-120.31034939999999,24805.2
1011,EASTPOINTE,42.4683698,-82.95547459999999,8116.000000000003
1012,MCMINNVILLE,45.2109843,-123.1975851,18795.1
1013,LEAWOOD,38.966673,-94.6169012,14294.700000000004
1016,PETERSBURG,37.2044555,-77.39053111,18065.4
1017,MASSILLON,40.7967244,-81.5215093,21342.6
1018,EL MIRAGE,34.6022132,-117.6311675,824.1
1019,MOUNT VERNON,38.317271500000004,-88.9031201,62496.3
1020,TOOELE,40.5307776,-112.29828,2879.2
1021,GALESBURG,40.9478158,-90.3712395,14903.500000000002
1022,HOPKINSVILLE,36.865765100000004,-87.4889532,14622.3
1023,ROSENBERG,29.5571825,-95.8085623,1414.9
1024,WALLA WALLA,46.064999900000004,-118.3302784,14689.300000000005
1025,LEWISTON,44.100351,-70.2147764,52303.7
1026,ISSAQUAH,47.5348778,-122.04329740000001,5501.7
1027,NEWARK,40.735657,-74.1723667,93963.0
1030,GOSHEN,41.581501200000005,-85.83465290000001,11336.8
1031,WAKE FOREST,35.9803097,-78.51034270000001,2341.5
1032,BENTON,36.0345286,-88.101285,23564.299999999992
1033,WEST BEND,43.4252776,-88.1834277,7802.5
1034,NORTH TONAWANDA,43.038668,-78.86420340000001,2990.0
1035,UNIVERSITY PLACE,47.216134000000004,-122.54008290000002,4457.8
1036,KEARNEY,40.699457,-99.0814767,13141.999999999998
1037,LARAMIE,41.311366899999996,-105.5911007,2638.2
1038,PARKERSBURG,39.26674179999999,-81.5615135,18268.200000000004
1039,ALAMOGORDO,32.899799699999996,-105.9603398,6037.9000000000015
1040,LA VERNE,34.10084260000001,-117.7678355,2046.0
1041,MICHIGAN CITY,41.707539399999995,-86.89502970000001,15154.8
1042,DOUGLASVILLE,33.7514966,-84.7477136,16481.8
1043,BOWLING GREEN,36.990319899999996,-86.4436018,71225.39999999997
1044,MASON,40.2302271,-89.8660433,17276.700000000004
1046,COLLEGE PARK,38.980666,-76.9369189,1904.6
1047,GALLATIN,37.750950700000004,-88.22645190000001,22986.7
1048,WESTFIELD,42.1250929,-72.7495381,10665.7
1049,FOSTER CITY,37.560033600000004,-122.26885220000001,129.0
1050,OWASSO,36.2661536,-95.8549456,9297.399999999998
1052,COOKEVILLE,36.162839,-85.5016423,47698.09999999999
1053,POUGHKEEPSIE,41.7065779,-73.9284101,23199.1
1054,ANDOVER,42.65717,-71.1408776,11378.600000000002
1055,ENGLEWOOD,40.8928771,-73.9726381,55774.00000000001
1056,GARFIELD,36.37354860000001,-97.7845975,267.0
1057,NEW IBERIA,30.0035365,-91.8187285,15081.500000000002
1058,WENTZVILLE,38.811440000000005,-90.85291070000001,6320.3
1059,KENNESAW,34.023433700000005,-84.6154897,11989.4
1060,ALABASTER,33.2155935,-86.79777856,19466.7
1061,LONG BRANCH,40.3042778,-73.99235959999999,5524.6
1062,LAGUNA HILLS,33.5948758,-117.68820670000001,22364.0
1063,WESTFIELD,42.1250929,-72.7495381,10665.7
1064,BROOKLYN CENTER,45.07485429999999,-93.3296296,2470.4
1065,GILLETTE,44.2906347,-105.5018759,4861.4
1066,BALLWIN,38.595018200000005,-90.54691329999999,2923.3
1067,CLEARFIELD,40.9908706,-78.4457422,8921.8
1068,CHICAGO HEIGHTS,41.506283399999994,-87.6357079,2408.5
1069,SARATOGA,43.0833231,-73.8712155,2181.4
1070,WAXAHACHIE,32.3884555,-96.92882371,7174.700000000002
1071,WHEAT RIDGE,39.766098,-105.07720630000001,23564.500000000004
1072,NORTH ROYALTON,41.3136644,-81.72457390000001,1004.5
1073,MIAMI LAKES,25.91162125,-80.32127406,3442.2000000000007
1074,SPRINGVILLE,40.1668572,-111.6109221,8544.8
1075,DOVER,39.158167999999996,-75.5243682,54891.29999999999
1076,ITHACA,42.4396039,-76.49680190000001,12973.7
1077,NEW BERN,35.108493100000004,-77.04411429999999,34571.099999999984
1078,DANIA BEACH,26.05078395,-80.14612378,356.0
1079,SHAWNEE,39.041671799999996,-94.72023759999999,27682.4
1081,TEXARKANA,33.425125,-94.0476882,46005.59999999999
1082,SPRING HILL,28.555827299999997,-82.4503732,61009.3
1083,DES MOINES,41.5910641,-93.60371490000001,80908.49999999997
1084,NORTH RIDGEVILLE,41.3894905,-82.0190321,302.0
1085,SUN PRAIRIE,43.18345789999999,-89.21343590000001,3859.199999999999
1086,COOPER CITY,26.04707855,-80.27390797,474.5
1087,BANNING,33.9255685,-116.875289,10781.3
1088,WEST LAFAYETTE,40.4258686,-86.9080655,2432.4
1089,GOLETA,34.4358295,-119.8276389,227.5
1090,SHERWOOD,34.8150907,-92.22431529999999,7706.899999999999
1091,PULLMAN,46.7304268,-117.173895,2175.2
1092,ROCHESTER,43.185475399999994,-77.61068605,182027.69999999995
1094,LOS GATOS,37.226611,-121.9746797,10601.4
1095,LAGRANGE,41.6372578,-85.4216948,27253.9
1096,MADISON HEIGHTS,42.4858692,-83.10520279999999,14958.2
1097,SANTA PAULA,34.3541659,-119.05927050000001,5556.4
1098,MORGAN,39.7062265,-90.190335,1731.2
1099,AIKEN,33.5598586,-81.721952,24080.3
1100,HIGHLAND PARK,42.1816919,-87.8003438,6878.6
1101,MARION,37.7306054,-88.9331256,78764.09999999999
1102,NORTH CHICAGO,42.325578,-87.8411818,1250.2
1103,GRANITE CITY,38.7014389,-90.1487199,6994.4000000000015
1104,PORT HURON,42.981587700000006,-82.440466,29028.5
1106,CLEBURNE,32.3574105,-97.40846276,12968.7
1107,HILLIARD,40.033814,-83.1596108,16322.8
1108,EAST CHICAGO,41.639785700000004,-87.4548466,1522.0
1110,LIBERTY,31.803163199999997,-81.483441,23127.5
1111,LOS ALTOS,37.379062899999994,-122.116578,2214.1
1112,OAK PARK,41.885031700000006,-87.7845025,13978.4
1113,WILLIAMSPORT,41.2493292,-77.0027671,21162.9
1114,STATESBORO,32.4487877,-81.78316740000001,16988.0
1115,O'FALLON,38.5922715,-89.91121240000001,3450.4
1116,OAK RIDGE,36.010356200000004,-84.2696449,30197.599999999995
1117,BURLINGAME,37.5841026,-122.36608249999999,12640.2
1118,ELMIRA,42.089796500000006,-76.8077338,13986.300000000005
1119,SCHERERVILLE,41.478924600000006,-87.45476049999999,3590.2000000000007
1120,CEDAR CITY,37.677476899999995,-113.06189309999999,8656.6
1121,ELIZABETH,40.6639916,-74.2107006,13015.6
1122,MORRIS,38.6908906,-96.6707526,5106.4000000000015
1123,BURBANK,34.181648200000005,-118.3258554,27041.299999999985
1124,FARMERS BRANCH,32.9265137,-96.89611509999999,2069.3
1125,LAWRENCEVILLE,33.9562149,-83.9879625,71598.70000000001
1126,HENDERSON,40.8156124,-90.9104547,126741.10000000012
1128,NEWBURGH,41.5034271,-74.01041790000001,25637.799999999992
1129,JACKSONVILLE,30.3321838,-81.655651,372875.19999999966
1130,HELENA,46.5927122,-112.03610900000001,23002.0
1131,MILLVILLE,39.4020593,-75.0393368,3272.4999999999995
1132,MIDVALE,40.611058899999996,-111.8999353,1839.2
1133,LAKE STEVENS,48.0197794,-122.0660914,1116.3
1134,GARFIELD HEIGHTS,41.4169974,-81.6059581,2250.0000000000005
1135,EAST PALO ALTO,37.4688273,-122.1410751,296.0
1136,ATASCADERO,35.4894169,-120.67072549999999,2985.0
1138,SANFORD,35.4798757,-79.18029940000001,32228.599999999984
1140,ATWATER,37.3477174,-120.60908400000001,4792.8
1141,RUSSELLVILLE,35.278417299999994,-93.1337856,25162.1
1143,PLAINFIELD,41.623191,-88.22843248,12206.7
1144,WINTER PARK,28.6000625,-81.34274374,28313.399999999994
1145,SUISUN CITY,38.245232,-121.9717533,21.0
1146,POST FALLS,47.715146999999995,-116.94806509999998,13143.3
1147,KINGMAN,37.5420937,-98.12217199999999,30222.0
1148,WHEELING,42.125144,-87.92930515,22870.4
1149,PRINCETON,40.3492744,-74.6592958,37187.79999999999
1150,SHAKER HEIGHTS,41.4739419,-81.5370671,3233.8
1151,NICHOLASVILLE,37.8806341,-84.57299609999998,4753.0999999999985
1152,KAYSVILLE,41.0349847,-111.93839309999998,4772.5
1153,OAK FOREST,41.6028116,-87.7439384,1502.9
1154,LEANDER,30.5781315,-97.84259075,621.8
1156,ALLEN PARK,42.2575385,-83.2110375,15367.200000000004
1157,CROWN POINT,41.4169806,-87.3653136,19886.200000000008
1158,MATTHEWS,35.1168131,-80.7236804,16926.2
1159,MASON CITY,43.15357279999999,-93.2010367,15242.7
1160,RIDGECREST,35.6225064,-117.66994140000001,4485.2
1161,MONTEREY,36.583431,-121.8540929,19363.899999999994
1162,DODGE CITY,37.7527982,-100.0170787,6496.3
1163,MARSHALL,35.9089643,-92.6312746,33849.499999999985
1164,ALTON,38.890603799999994,-90.1842764,29843.5
1165,RAHWAY,40.6081591,-74.2776468,2353.5
1166,LITTLE ELM,33.1626194,-96.9375051,545.7
1167,MYRTLE BEACH,33.6956461,-78.89004090000002,53492.09999999999
1168,NEW LONDON,41.3556539,-72.0995209,19821.4
1169,MARYVILLE,40.346101700000006,-94.87247070000001,32543.8
1170,AUBURN,32.597826500000004,-85.56335486,71750.70000000003
1171,MAYWOOD,33.9866807,-118.185349,16479.299999999996
1172,OAKDALE,44.963021600000005,-92.96493609999999,11858.5
1173,WINONA,44.049963,-91.6393152,7092.999999999997
1175,KIRKWOOD,38.5776995,-90.41865474,744.0
1176,GARDEN CITY,37.9716898,-100.8726618,23020.10000000001
1177,KANKAKEE,41.1200325,-87.8611531,15406.4
1178,DESERT HOT SPRINGS,33.961124,-116.5016784,1083.5
1179,OPELIKA,32.652151,-85.45598514,19129.4
1180,MARYLAND HEIGHTS,38.7131073,-90.42984009999999,2277.2
1181,SAVAGE,44.7779041,-93.3356204,411.1
1182,WEST CHICAGO,41.884750700000005,-88.20396070000001,75.0
1183,BESSEMER,33.3339595,-86.95006956,20807.599999999995
1184,FRANKFORT,38.2009055,-84.8732836,41417.099999999984
1185,SEATAC,47.44259955,-122.2930652,95.9
1186,ENGLEWOOD,40.8928771,-73.9726381,55774.00000000001
1187,DULUTH,46.77293220000001,-92.1251218,54332.70000000001
1188,FRIDLEY,45.0838291,-93.25903879999998,8595.399999999998
1190,SLIDELL,30.2751945,-89.7811745,36286.9
1191,BIG SPRING,32.250398,-101.4787356,3776.299999999999
1192,HARKER HEIGHTS,31.083510200000003,-97.6597377,1934.8
1193,NORCO,33.9323307,-117.55089009999999,2134.8
1194,MELROSE,42.456432299999996,-71.06418199999999,6608.800000000001
1195,QUEEN CREEK,33.222657,-111.6206973,3830.2
1196,BENICIA,38.049365,-122.1585777,2395.3
1197,ENTERPRISE,31.315170799999997,-85.85521609999999,16290.8
1198,DELAND,29.019514500000003,-81.29414163,22278.2
1199,EUREKA,40.80207120000001,-124.16367290000001,25614.700000000008
1200,SOUTHLAKE,33.0074185,-97.16742841,15515.8
1201,GLEN COVE,40.8623217,-73.63373890000001,5579.1
1202,EAGLE PASS,28.709856,-100.4794168,6432.4000000000015
1203,LAKE JACKSON,29.0338575,-95.43438590000001,5861.7
1204,SUPERIOR,46.7207737,-92.10407959999999,9563.0
1206,AMERICAN FORK,40.376895399999995,-111.7957645,9143.4
1207,WINDSOR,42.303275799999994,-83.02851109999999,12121.7
1208,GARDEN CITY,37.9716898,-100.8726618,23020.10000000001
1209,CLINTON,38.5896187,-89.420064,73179.3
1210,MCHENRY,42.3294391,-88.4605713,8019.2
1211,THOMASVILLE,35.8826369,-80.0819879,45403.9
1212,EASTON,40.6916081,-75.2099866,24771.4
1213,JEFFERSON,38.3010487,-88.9344303,11377.7
1214,WINCHESTER,39.18577620000001,-78.1631434,61876.59999999997
1215,STEVENS POINT,44.5229223,-89.574111,10789.5
1216,HOLLADAY,40.668836299999995,-111.82465570000001,570.1
1217,STOCKBRIDGE,42.2875874,-73.3203862,47453.80000000001
1219,FREMONT,37.548269700000006,-121.98857190000001,54063.1
1220,SARATOGA SPRINGS,43.083130100000005,-73.7845651,13077.1
1221,PARAGOULD,36.0584021,-90.4973286,20451.800000000007
1222,IMPERIAL BEACH,32.58394439999999,-117.11308490000002,307.1
1223,ANDERSON,38.198077000000005,-95.30674609999998,117555.60000000006
1224,REDMOND,47.6694141,-122.1238767,12865.7
1225,WEST FARGO,46.874967100000006,-96.900362,1076.6
1227,FOUNTAIN,38.725168,-104.645359,1221.8
1228,BARBERTON,41.012833,-81.60512209999999,7524.4000000000015
1229,CASSELBERRY,28.654276,-81.32379065,6077.6
1230,TUALATIN,45.38385460000001,-122.7663518,11728.1
1231,CARBONDALE,37.7274692,-89.216655,19267.7
1232,GARNER,35.7112642,-78.6141709,5958.0
1233,BATAVIA,41.8500284,-88.3125738,12669.100000000002
1234,HORN LAKE,34.948041499999995,-90.05203772,991.8
1235,WOOSTER,40.8050565,-81.93514300000001,17890.4
1236,CARLSBAD,33.158093300000004,-117.3505939,21657.0
1237,KINGSVILLE,27.5158689,-97.856109,2981.4000000000005
1238,MOUNT PLEASANT,32.794065100000005,-79.86258509999999,20087.1
1239,PARADISE,39.7596061,-121.62191770000001,16252.000000000005
1240,GREER,34.9326334,-99.54358559999999,22105.0
1241,REXBURG,43.823516299999994,-111.78702220000001,4414.8
1242,WEST MEMPHIS,35.1464797,-90.1845388,12662.7
1243,XENIA,39.68478220000001,-83.9296526,9825.7
1244,PEARL,32.311161,-90.0589319,2353.0
1245,SEGUIN,29.568841100000004,-97.9647269,11298.2
1246,WASCO,35.5941238,-119.34094569999999,704.8
1247,WEATHERFORD,32.764654,-97.68189586,24868.2
1248,SAHUARITA,31.957581800000003,-110.955646,1649.0
1249,GREENVILLE,34.851354,-82.3984882,256646.99999999985
1250,SOUTH PASADENA,34.113306200000004,-118.1478291,3885.5000000000014
1251,HOLLY SPRINGS,35.6512655,-78.8336218,5170.7
1252,SANDUSKY,41.448939700000004,-82.7079605,21956.099999999984
1253,CLINTON,38.5896187,-89.420064,73179.3
1254,HAZELWOOD,38.7714396,-90.3709489,5294.199999999999
1255,LEMON GROVE,32.7425516,-117.0314172,77.0
1256,FREDERICKSBURG,38.303183700000005,-77.46053990000001,40443.79999999999
1257,WYANDOTTE,39.1090458,-94.767624,16433.699999999993
1258,CORNELIUS,35.4868032,-80.86007359999999,2305.8
1259,NEENAH,44.1858193,-88.462609,10286.4
1260,OWATONNA,44.0839937,-93.22610759999999,3960.0000000000014
1261,FITCHBURG,42.583422799999994,-71.8022956,10134.4
1262,BELVIDERE,42.2583112,-88.8416157,4485.299999999998
1263,ZANESVILLE,39.9403453,-82.01319240000001,27420.299999999992
1264,BURLINGTON,44.4723989,-73.2114941,85372.40000000004
1266,LAUREL,39.0992752,-76.8483061,56153.2
1267,FREEPORT,42.2966861,-89.6212271,21375.899999999994
1268,SHOREVIEW,45.072205600000004,-93.12828780000001,2081.7
1269,WEST LINN,45.3656761,-122.61231409999998,8507.300000000001
1270,TWENTYNINE PALMS,34.1356915,-116.0543506,1968.4
1271,ASHEBORO,35.7079146,-79.8136446,25888.800000000007
1272,COLLINSVILLE,38.670326700000004,-89.98454759999998,8361.300000000001
1273,HARVEY,38.0352315,-97.4486267,6821.0
1274,TROY,42.6055893,-83.1499304,88591.99999999999
1275,BRAWLEY,32.9786566,-115.530267,7148.8
1276,HAZLETON,40.9646867,-75.98527890000001,9527.999999999998
1277,ROCKLEDGE,40.081221899999996,-75.0896176,23611.599999999995
1278,BRIDGETON,39.427337,-75.2340768,24400.7
1279,INDEPENDENCE,37.224235799999995,-95.7083131,43301.49999999999
1280,RIVERSIDE,33.953354600000004,-117.39616229999999,109284.70000000006
1281,INKSTER,42.2942045,-83.30993029999999,251.0
1282,TEMPLE TERRACE,28.035296399999996,-82.38925959999999,12361.9
1284,PADUCAH,37.0833893,-88.6000478,77221.19999999997
1285,HOMEWOOD,33.4717732,-86.8008228,8567.499999999998
1286,SOUTH PORTLAND,43.6414716,-70.2408811,4025.1
1287,LOCKPORT,43.1706125,-78.69031329999999,10628.6
1288,FORT DODGE,42.49746939999999,-94.16801579999999,10493.900000000003
1289,PONCA CITY,36.72674310000001,-97.06673409999999,4914.799999999998
1290,PARKLAND,26.3100794,-80.23727,651.8
1292,WOODSTOCK,42.040924700000005,-74.11819709999999,32497.7
1293,KEY WEST,38.05736029999999,-78.4408438,7318.6
1294,EMPORIA,38.4040054,-96.181623,9414.4
1295,OTTUMWA,41.0200145,-92.4112963,9745.500000000002
1296,SYRACUSE,43.0481221,-76.1474244,41430.7
1297,SALEM,44.9391565,-123.033121,162012.5000000001
1298,LAFAYETTE,30.2240897,-92.0198427,182361.8000000002
1299,STATESVILLE,35.78263629999999,-80.8872959,43079.699999999975
1300,AUSTIN,30.2711286,-97.7436995,182571.4
1301,ALVIN,29.4238472,-95.2441009,4741.1
1302,REEDLEY,36.5969275,-119.45026999999999,4729.7
1303,ARDMORE,40.004128,-75.28830051,23653.4
1305,MARSHALL,35.9089643,-92.6312746,33849.499999999985
1306,MADISON,43.074760999999995,-89.3837613,130999.50000000006
1307,NORTH PLATTE,41.1238873,-100.7654232,11449.399999999998
1308,WOODSTOCK,42.040924700000005,-74.11819709999999,32497.7
1309,GRANDVIEW,46.2509653,-119.90170490000001,9459.299999999996
1310,LEMOORE,36.3007835,-119.7829107,2337.9
1311,SANGER,36.708006,-119.5559652,4261.6
1313,CARROLLTON,33.580110299999994,-85.0766113,70272.3
1314,BALCH SPRINGS,32.7287413,-96.6227714,11.0
1315,TROTWOOD,39.797278799999994,-84.31133340000001,3667.4
1316,HERCULES,38.017144099999996,-122.28858079999999,139.3
1317,SEAL BEACH,33.741176,-118.1046356,2561.9
1318,LAFAYETTE,30.2240897,-92.0198427,182361.8000000002
1319,ZION,42.4461322,-87.8328505,3111.8
1321,CABOT,34.979881,-92.01919814,3458.600000000001
1322,ATHENS,33.9595974,-83.376678,137091.40000000008
1323,MUSKEGO,42.905848,-88.13897790000001,1853.3
1324,EDWARDSVILLE,38.8114364,-89.95315699999999,1080.4
1325,STARKVILLE,33.45936245,-88.82985418,12822.1
1326,ROLLING MEADOWS,42.0841936,-88.0131275,4695.0
1327,RIDGELAND,32.4284761,-90.13230870000001,4874.0999999999985
1328,GALT,38.301232500000005,-121.3310371,792.5
1329,WHITE BEAR LAKE,45.0838098,-93.0069304,3080.7000000000007
1330,WOODBURN,45.143731,-122.85537250000002,4904.200000000002
1331,DE PERE,44.448747600000004,-88.06010859999999,3388.1
1332,STAUNTON,38.14935,-79.07164559999998,7587.0999999999985
1333,CORSICANA,32.091299,-96.4646821,6281.7
1334,CORCORAN,36.1126365,-119.54644040000001,2900.7
1336,CENTERVILLE,31.257958399999996,-95.97829200000001,37643.999999999985
1337,CHASKA,44.78940720000001,-93.6021791,2909.9
1338,JUNCTION CITY,39.0286093,-96.8313978,3297.3
1339,CUDAHY,42.959738,-87.861471,3541.6
1340,LOVES PARK,42.3200189,-89.05816209999999,6401.200000000002
1341,HERNDON,38.969531599999996,-77.3859479,1551.8
1342,EL CERRITO,33.8410146,-117.52079769999999,288.0
1343,RAMSEY,45.01657279999999,-93.09495009999999,3413.8
1344,NORTON SHORES,43.1689044,-86.26394609999998,9135.9
1345,ROMULUS,42.2222614,-83.3965995,2049.9
1346,FRANKLIN,37.976540899999996,-88.9335327,92635.79999999996
1347,CALABASAS,34.144664299999995,-118.6440973,2445.9
1348,MUSCATINE,41.424473,-91.0432051,5730.9000000000015
1349,WATAUGA,36.2228105,-81.6863808,555.7
1351,BLUE ISLAND,41.65530805,-87.67759047,4226.4
1352,PEEKSKILL,41.289811,-73.9204922,552.5
1353,NORTHPORT,40.9038855,-73.34199127,27135.300000000007
1354,WALKER,34.7418605,-85.3209686,2713.9999999999995
1355,ZIONSVILLE,39.9508733,-86.261937,3978.2
1356,CORONADO,32.6858854,-117.18308909999999,1892.5
1357,VICKSBURG,32.3528418,-90.8777342,13652.099999999995
1358,COLUMBUS,39.9622601,-83.00070649999999,348272.50000000023
1359,TARPON SPRINGS,28.1477885,-82.77740857,3743.2
1360,GRIFFIN,33.246780699999995,-84.26409040000001,16745.3
1361,LOMA LINDA,34.053797100000004,-117.2610925,29351.1
1362,MAULDIN,34.778729999999996,-82.310119,4563.299999999998
1364,CHANHASSEN,44.8618403,-93.5307207,2938.600000000001
1365,CHAMPLIN,45.1888539,-93.3974538,1886.4
1366,EAST PEORIA,40.666149,-89.5800978,64.0
1367,DUNCAN,48.778686900000004,-123.7080394,17560.2
1368,SELMA,32.4073589,-87.0211007,25557.09999999999
1369,FARIBAULT,44.294963700000004,-93.268827,5285.399999999999
1370,MAPLE VALLEY,47.366423100000006,-122.04371270000001,3593.2000000000007
1372,UNIVERSITY PARK,40.8005307,-77.8624447,338.5
1373,KEENE,42.933597,-72.27842640000001,11481.999999999998
1374,MINT HILL,35.1795892,-80.6472904,2297.7
1375,GREENBELT,39.004554399999996,-76.8755282,9099.500000000002
1376,ROCK SPRINGS,41.5869225,-109.20478670000001,7917.0
1377,HERRIMAN,40.514089399999996,-112.03281979999998,168.0
1378,COLLEYVILLE,32.8809603,-97.155012,3748.5
1379,GREENWOOD,37.8709542,-96.2471338,89361.5
1380,MERCER ISLAND,47.576632399999994,-122.2276378,3328.6
1381,PRIOR LAKE,44.7133271,-93.4226873,1033.6
1382,KERNERSVILLE,36.1198589,-80.07365329999999,16063.6
1383,ELK RIVER,45.30385379999999,-93.5671825,2302.1
1384,SEARCY,35.250640600000004,-91.7362488,14339.100000000004
1385,MEQUON,43.2219088,-87.98229690000001,7289.099999999998
1386,BELTON,31.0560132,-97.464453,12728.1
1387,BAINBRIDGE ISLAND,47.65526,-122.5350862,3378.599999999999
1388,RIVERBANK,37.7360396,-120.9354895,3580.9
1389,RADCLIFF,37.8403456,-85.9491298,2595.4
1390,LAGUNA BEACH,33.5420888,-117.78341470000001,1904.0
1391,NEW CASTLE,41.0036719,-80.3470091,40331.4
1392,AUBURN,32.597826500000004,-85.56335486,71750.70000000003
1393,MAPLE HEIGHTS,41.4153313,-81.565956,418.6
1394,WEBSTER GROVES,38.586494,-90.35577503,359.5
1395,BARSTOW,34.8957684,-117.0172077,5654.499999999999
1396,ANNISTON,33.695381,-85.83984218,32027.699999999986
1397,VAN BUREN,35.6793776,-85.44502890000001,17856.4
1398,ATHENS,33.9595974,-83.376678,137091.40000000008
1399,FAIRFAX,38.8462236,-77.3063733,22656.2
1400,AVON LAKE,41.50531779999999,-82.02820009999999,685.0
1401,FOUNTAIN HILLS,33.6117105,-111.7173613,2407.4
1402,NEW SMYRNA BEACH,29.0258191,-80.9269984,15221.4
1403,DINUBA,36.5432837,-119.3870656,3264.2
1404,DENISON,33.8062305,-96.62387757,17401.700000000004
1405,MARYSVILLE,39.1457247,-121.59135159999998,30827.699999999986
1406,PRICHARD,30.738799800000002,-88.07888890000001,95.0
1407,HOPEWELL,37.287745,-77.29442569,6296.4000000000015
1408,MCDONOUGH,40.4376858,-90.6780272,9884.4
1409,KERRVILLE,30.0474332,-99.1403189,9472.100000000002
1410,HIALEAH GARDENS,25.8906705,-80.36417286,377.0
1411,NEWBERG,45.300596,-122.9725418,6251.500000000001
1412,GALLUP,35.528357299999996,-108.7439489,5842.6
1413,COLUMBUS,39.9622601,-83.00070649999999,348272.50000000023
1414,CRYSTAL,45.03758679999999,-93.35932240000001,1569.1999999999996
1415,PASCAGOULA,30.3622625,-88.54864836,14101.399999999996
1416,WILLOUGHBY,38.0131955,-78.4955676,12746.200000000004
1417,HAMTRAMCK,42.3928151,-83.0496438,9057.7
1418,DAPHNE,30.6035255,-87.9036047,18114.4
